id,key,value,type 
293632937,housenumber,298,addr
293632937,housenumber,298,addr
293632937,housenumber,298,addr
293632937,housenumber,298,addr
293632937,housenumber,298,addr
293818041,sound,yes,traffic_signals
293818041,sound,yes,traffic_signals
295083056,created_by,Potlatch 0.10b,regular
295083056,created_by,Potlatch 0.10b,regular
295191216,highway,traffic_signals,regular
295219625,highway,crossing,regular
295219625,highway,crossing,regular
295487932,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
295487932,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
295487932,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
295570836,highway,motorway_junction,regular
295570836,highway,motorway_junction,regular
295570836,highway,motorway_junction,regular
295570836,highway,motorway_junction,regular
296873837,power,tower,regular
296874089,source,PGS,regular
296874089,source,PGS,regular
296874142,source,PGS,regular
296874142,source,PGS,regular
296885011,power,tower,regular
296885233,power,tower,regular
296885872,power,tower,regular
296886256,highway,turning_circle,regular
296889182,power,tower,regular
296889198,power,tower,regular
296889242,power,tower,regular
296889480,power,tower,regular
296889706,power,tower,regular
296899024,power,tower,regular
296899048,power,tower,regular
296900611,power,tower,regular
296900635,power,tower,regular
296901783,power,tower,regular
296902071,power,tower,regular
297163806,highway,traffic_signals,regular
297167896,highway,traffic_signals,regular
297169376,power,tower,regular
297169386,power,tower,regular
297169396,power,tower,regular
297170901,power,tower,regular
297170917,source,PGS,regular
297170917,source,PGS,regular
297170936,power,tower,regular
297170946,power,tower,regular
297170956,power,tower,regular
297170966,power,tower,regular
297170976,power,tower,regular
297705465,railway,level_crossing,regular
297819043,wheelchair,yes,regular
297819043,wheelchair,yes,regular
297819043,wheelchair,yes,regular
297823202,highway,traffic_signals,regular
297824885,power,tower,regular
297842102,operator,USPS,regular
297842102,operator,USPS,regular
298050405,crossing,uncontrolled,regular
298050405,crossing,uncontrolled,regular
298356257,power,tower,regular
298356336,power,tower,regular
298360174,leisure,slipway,regular
298420271,highway,turning_circle,regular
298601384,created_by,JOSM,regular
298601398,created_by,JOSM,regular
298601409,created_by,JOSM,regular
298601422,created_by,JOSM,regular
298601432,created_by,JOSM,regular
298601444,created_by,JOSM,regular
298601455,created_by,JOSM,regular
298601471,created_by,JOSM,regular
298601483,created_by,JOSM,regular
298633846,highway,turning_circle,regular
298938915,created_by,JOSM,regular
298938925,created_by,JOSM,regular
298940365,created_by,JOSM,regular
298991007,highway,turning_circle,regular
299387823,crossing,no,regular
299507336,created_by,GPSBabel-1.3.5,regular
299507384,created_by,GPSBabel-1.3.5,regular
299507476,created_by,GPSBabel-1.3.5,regular
299507512,created_by,GPSBabel-1.3.5,regular
299507579,created_by,GPSBabel-1.3.5,regular
299507631,created_by,GPSBabel-1.3.5,regular
299507734,created_by,GPSBabel-1.3.5,regular
299507757,created_by,GPSBabel-1.3.5,regular
299507789,created_by,GPSBabel-1.3.5,regular
299507960,created_by,GPSBabel-1.3.5,regular
299508113,created_by,GPSBabel-1.3.5,regular
299878575,leisure,playground,regular
300456431,created_by,JOSM,regular
300456470,created_by,JOSM,regular
300459899,created_by,JOSM,regular
300515745,highway,stop,regular
300719405,crossing,traffic_signals,regular
300719405,crossing,traffic_signals,regular
301215542,traffic_signals,signal,regular
301215542,traffic_signals,signal,regular
301300412,bicycle,yes,regular
301300412,bicycle,yes,regular
301300412,bicycle,yes,regular
301300412,bicycle,yes,regular
301301673,created_by,JOSM,regular
301301745,created_by,JOSM,regular
301301779,created_by,JOSM,regular
301301797,created_by,JOSM,regular
301301817,created_by,JOSM,regular
301318482,created_by,JOSM,regular
301318482,created_by,JOSM,regular
301505695,railway,tram_stop,regular
301505695,railway,tram_stop,regular
301505695,railway,tram_stop,regular
302033959,created_by,JOSM,regular
302034423,wheelchair,yes,toilets
302034423,wheelchair,yes,toilets
302034423,wheelchair,yes,toilets
302034423,wheelchair,yes,toilets
302388437,highway,motorway_junction,regular
302388437,highway,motorway_junction,regular
302481412,created_by,JOSM,regular
302481424,created_by,JOSM,regular
302481557,created_by,JOSM,regular
302481567,created_by,JOSM,regular
302481623,created_by,JOSM,regular
302481633,created_by,JOSM,regular
302481743,created_by,JOSM,regular
302481753,created_by,JOSM,regular
302481763,created_by,JOSM,regular
302481777,created_by,JOSM,regular
302481888,created_by,JOSM,regular
302481898,created_by,JOSM,regular
302481908,created_by,JOSM,regular
302481919,created_by,JOSM,regular
302481972,created_by,JOSM,regular
302482019,created_by,JOSM,regular
302482019,created_by,JOSM,regular
302482036,created_by,JOSM,regular
303698096,crossing,uncontrolled,regular
303698096,crossing,uncontrolled,regular
303911882,power,tower,regular
303912502,power,tower,regular
303912960,power,tower,regular
303912970,power,tower,regular
303912983,power,tower,regular
304848563,drive_through,yes,regular
304848563,drive_through,yes,regular
305041957,highway,stop,regular
305467757,highway,traffic_signals,regular
305469264,highway,traffic_signals,regular
305533546,created_by,Potlatch 0.10e,regular
305533546,created_by,Potlatch 0.10e,regular
305533546,created_by,Potlatch 0.10e,regular
305533546,created_by,Potlatch 0.10e,regular
305597766,organic,yes,regular
305597766,organic,yes,regular
305597766,organic,yes,regular
305597766,organic,yes,regular
305597766,organic,yes,regular
305805789,amenity,bench,regular
306069802,tourism,information,regular
306071073,amenity,bench,regular
306074062,covered,no,regular
306074062,covered,no,regular
306329314,historic,ruins,regular
306329314,historic,ruins,regular
306704285,highway,crossing,regular
306704285,highway,crossing,regular
307346305,disposal,pitlatrine,toilets
307346305,disposal,pitlatrine,toilets
307346305,disposal,pitlatrine,toilets
307346305,disposal,pitlatrine,toilets
307346305,disposal,pitlatrine,toilets
307464148,source_ref,http://www.fws.gov/desfbay/pdf/HQ_Area.pdf,regular
307464148,source_ref,http://www.fws.gov/desfbay/pdf/HQ_Area.pdf,regular
307506646,amenity,telephone,regular
307579889,disposal,pitlatrine,toilets
307579889,disposal,pitlatrine,toilets
307583395,barrier,gate,regular
308038536,historic,memorial,regular
308038536,historic,memorial,regular
308301438,tourism,artwork,regular
308301438,tourism,artwork,regular
308302798,amenity,telephone,regular
308711732,barrier,gate,regular
308813304,amenity,bench,regular
310464919,tourism,information,regular
310464919,tourism,information,regular
310701725,railway,level_crossing,regular
310704450,amenity,drinking_water,regular
310942414,highway,crossing,regular
310964545,barrier,gate,regular
310972886,amenity,bank,regular
310972886,amenity,bank,regular
310972886,amenity,bank,regular
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972960,housenumber,1364,addr
310972976,created_by,JOSM,regular
310972976,created_by,JOSM,regular
310972976,created_by,JOSM,regular
310972996,shop,electronics,regular
310972996,shop,electronics,regular
310973015,created_by,JOSM,regular
310973015,created_by,JOSM,regular
310973034,created_by,JOSM,regular
310973034,created_by,JOSM,regular
310973034,created_by,JOSM,regular
310973050,amenity,candy_store,regular
310973050,amenity,candy_store,regular
310973075,amenity,restaurant,regular
310973075,amenity,restaurant,regular
310973112,amenity,cafe,regular
310973112,amenity,cafe,regular
311078952,amenity,post_box,regular
311252178,created_by,Potlatch 0.10f,regular
311252178,created_by,Potlatch 0.10f,regular
311252178,created_by,Potlatch 0.10f,regular
311252258,wheelchair,yes,regular
311252258,wheelchair,yes,regular
311252258,wheelchair,yes,regular
311252258,wheelchair,yes,regular
311391341,highway,stop,regular
311447683,unisex,yes,regular
311447683,unisex,yes,regular
311447727,amenity,toilets,regular
311674240,highway,turning_circle,regular
311674428,highway,turning_circle,regular
311781835,highway,traffic_signals,regular
311860153,barrier,gate,regular
311869926,amenity,bench,regular
311869926,amenity,bench,regular
311871293,highway,motorway_junction,regular
311871293,highway,motorway_junction,regular
311871293,highway,motorway_junction,regular
311871293,highway,motorway_junction,regular
311881681,amenity,drinking_water,regular
311884095,highway,crossing,regular
311884095,highway,crossing,regular
312001177,barrier,gate,regular
312030897,amenity,bench,regular
312078502,highway,traffic_signals,regular
312094440,crossing,uncontrolled,regular
312094440,crossing,uncontrolled,regular
312430602,housenumber,2367,addr
312430602,housenumber,2367,addr
312430602,housenumber,2367,addr
312432798,highway,traffic_signals,regular
312682748,tourism,picnic_site,regular
312682748,tourism,picnic_site,regular
312764582,amenity,bench,regular
312804524,tourism,picnic_site,regular
313224978,barrier,gate,regular
313264120,crossing,uncontrolled,regular
313264120,crossing,uncontrolled,regular
313547897,natural,spring,regular
313547897,natural,spring,regular
313552681,natural,spring,regular
313619970,highway,turning_circle,regular
313845950,description,Trail closed during waterfowl hunting season (Oct 18 -- Jan 25),regular
313845950,description,Trail closed during waterfowl hunting season (Oct 18 -- Jan 25),regular
313860244,railway,level_crossing,regular
313886091,highway,turning_circle,regular
313888051,barrier,gate,regular
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115394,housenumber,1491,addr
314115419,amenity,restaurant,regular
314115419,amenity,restaurant,regular
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115473,housenumber,1512,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115564,housenumber,1685,addr
314115620,amenity,restaurant,regular
314115620,amenity,restaurant,regular
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314115688,housenumber,1986,addr
314123200,vehicle,no,regular
314123200,vehicle,no,regular
315432340,highway,traffic_signals,regular
316056079,barrier,bollard,regular
316943726,housenumber,55,addr
316943726,housenumber,55,addr
316943726,housenumber,55,addr
317059782,wheelchair,yes,regular
317059782,wheelchair,yes,regular
317059782,wheelchair,yes,regular
317059782,wheelchair,yes,regular
317081517,created_by,Potlatch 0.10f,regular
317081517,created_by,Potlatch 0.10f,regular
317081639,ticker,no,regular
317081639,ticker,no,regular
317081639,ticker,no,regular
317081639,ticker,no,regular
317124777,amenity,restaurant,regular
317124777,amenity,restaurant,regular
317124793,amenity,restaurant,regular
317124793,amenity,restaurant,regular
317124793,amenity,restaurant,regular
317124810,amenity,pub,regular
317124810,amenity,pub,regular
317353250,amenity,bench,regular
317675425,amenity,telephone,regular
318102247,power,tower,regular
318102877,power,tower,regular
318204378,highway,traffic_signals,regular
318306251,highway,traffic_signals,regular
318565839,direction,forward,regular
318565839,direction,forward,regular
318565839,direction,forward,regular
318567946,public_transport,stop_position,regular
318567946,public_transport,stop_position,regular
318856252,public_transport,platform,regular
318856252,public_transport,platform,regular
318856252,public_transport,platform,regular
318856485,shelter,yes,regular
318856485,shelter,yes,regular
318886208,cuisine,pizza,regular
318886208,cuisine,pizza,regular
318886208,cuisine,pizza,regular
318886220,street,Euclid Avenue,addr
318886220,street,Euclid Avenue,addr
318886220,street,Euclid Avenue,addr
318886220,street,Euclid Avenue,addr
322655329,railway,level_crossing,regular
323491247,highway,turning_circle,regular
323781001,power,tower,regular
323781017,power,tower,regular
323781032,power,tower,regular
323891908,power,tower,regular
323891922,power,tower,regular
323894013,power,tower,regular
329943186,traffic_calming,bump,regular
330669717,highway,traffic_signals,regular
330764642,highway,crossing,regular
330764642,highway,crossing,regular
331128857,tourism,information,regular
331134088,fireplace,yes,regular
331134088,fireplace,yes,regular
331134088,fireplace,yes,regular
331366917,railway,level_crossing,regular
331367849,amenity,fuel,regular
331367849,amenity,fuel,regular
331395840,highway,traffic_signals,regular
332744186,amenity,post_box,regular
332787289,shop,antiques,regular
332787289,shop,antiques,regular
334981904,housenumber,1257,addr
334981904,housenumber,1257,addr
335613836,railway,level_crossing,regular
335614433,highway,crossing,regular
338171714,highway,traffic_signals,regular
338171727,sound,yes,traffic_signals
338171727,sound,yes,traffic_signals
338834351,power,tower,regular
338843021,railway,level_crossing,regular
338861990,power,tower,regular
338862000,power,tower,regular
338884265,highway,turning_circle,regular
338889840,highway,traffic_signals,regular
339270049,created_by,Potlatch 0.10f,regular
339270049,created_by,Potlatch 0.10f,regular
339270049,created_by,Potlatch 0.10f,regular
339270049,created_by,Potlatch 0.10f,regular
339304989,highway,turning_circle,regular
339563079,housenumber,1669,addr
339563079,housenumber,1669,addr
339563079,housenumber,1669,addr
339563079,housenumber,1669,addr
339563079,housenumber,1669,addr
339861063,highway,turning_circle,regular
340151638,operator,CVS,regular
340151638,operator,CVS,regular
340151638,operator,CVS,regular
340160887,highway,traffic_signals,regular
342512685,highway,turning_circle,regular
342655282,highway,traffic_signals,regular
342723032,highway,turning_circle,regular
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317722,housenumber,10057,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317788,housenumber,225,addr
343317826,toilets,yes,regular
343317826,toilets,yes,regular
343317826,toilets,yes,regular
343317826,toilets,yes,regular
343508670,crossing,uncontrolled,regular
343508670,crossing,uncontrolled,regular
343602000,highway,traffic_signals,regular
343604586,barrier,toll_booth,regular
343610919,housenumber,1892,addr
343610919,housenumber,1892,addr
343610919,housenumber,1892,addr
343610919,housenumber,1892,addr
343610919,housenumber,1892,addr
343610919,housenumber,1892,addr
343610931,shop,mobile_phone,regular
343610931,shop,mobile_phone,regular
343610941,cuisine,vietnamese,regular
343610941,cuisine,vietnamese,regular
343610941,cuisine,vietnamese,regular
343610952,crossing,uncontrolled,regular
343610952,crossing,uncontrolled,regular
343610969,name,Bistro 1491,regular
343610969,name,Bistro 1491,regular
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343610983,housenumber,1389,addr
343611005,name,Montero's,regular
343611005,name,Montero's,regular
343611015,shop,toys,regular
343611015,shop,toys,regular
343616090,highway,stop,regular
343627776,crossing,uncontrolled,regular
343627776,crossing,uncontrolled,regular
343627786,highway,stop,regular
343913756,highway,turning_circle,regular
343926578,highway,turning_circle,regular
344377499,highway,turning_circle,regular
345491386,operator,Shell,regular
345491386,operator,Shell,regular
345491386,operator,Shell,regular
345491386,operator,Shell,regular
346526205,highway,crossing,regular
346526205,highway,crossing,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
346585657,wheelchair,limited,regular
347715336,highway,traffic_signals,regular
347719533,highway,traffic_signals,regular
347721543,highway,traffic_signals,regular
348063634,highway,traffic_signals,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348192726,public_transport,platform,regular
348421766,highway,turning_circle,regular
348691060,highway,turning_circle,regular
349763827,highway,turning_circle,regular
349788135,highway,turning_circle,regular
349895252,highway,turning_circle,regular
349902928,highway,turning_circle,regular
349906818,railway,level_crossing,regular
349907218,highway,turning_circle,regular
349918951,highway,turning_circle,regular
349921576,highway,turning_circle,regular
349923243,highway,turning_circle,regular
349926346,highway,turning_circle,regular
349929833,highway,turning_circle,regular
350549313,highway,crossing,regular
350551852,highway,crossing,regular
350553602,highway,turning_circle,regular
350556410,power,tower,regular
350556420,power,tower,regular
350556430,power,tower,regular
350556440,power,tower,regular
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
351121382,feature_id,1786088,gnis
354052320,leisure,hottub,regular
354102006,crossing,uncontrolled,regular
354102006,crossing,uncontrolled,regular
354197957,amenity,bench,regular
354219818,amenity,bench,regular
354639996,wifi,no,regular
354639996,wifi,no,regular
354639996,wifi,no,regular
354639996,wifi,no,regular
354639996,wifi,no,regular
354639996,wifi,no,regular
354703480,housenumber,2146,addr
354703480,housenumber,2146,addr
354703480,housenumber,2146,addr
354703480,housenumber,2146,addr
354722930,highway,turning_circle,regular
354793144,highway,turning_circle,regular
354851387,highway,turning_circle,regular
355537973,highway,crossing,regular
355787321,crossing,traffic_signals,regular
355787321,crossing,traffic_signals,regular
355838177,highway,turning_circle,regular
358632220,housenumber,286,addr
358632220,housenumber,286,addr
358632220,housenumber,286,addr
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760619,feature_id,217972,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358760901,feature_id,218202,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761425,feature_id,218641,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358761742,feature_id,219061,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358762739,feature_id,220190,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763134,feature_id,220632,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358763552,feature_id,221067,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764041,feature_id,221476,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764430,feature_id,221969,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358764920,feature_id,222571,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358765645,feature_id,223318,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766037,feature_id,223702,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766348,feature_id,223986,gnis
358766673,amenity,school,historic
358766673,amenity,school,historic
358766673,amenity,school,historic
358766673,amenity,school,historic
358766673,amenity,school,historic
358766673,amenity,school,historic
358766673,amenity,school,historic
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358766990,wikidata,Q5617746,regular
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358767935,feature_id,225795,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768439,feature_id,226276,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358768978,feature_id,226812,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769362,feature_id,227138,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358769797,feature_id,227685,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770143,feature_id,228078,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358770593,feature_id,228484,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771010,feature_id,228945,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358771418,feature_id,229379,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772393,feature_id,230345,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358772850,feature_id,230795,gnis
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773409,wikidata,Q7306508,regular
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358773800,housenumber,1200,addr
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774195,feature_id,232169,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774522,feature_id,232381,gnis
358774943,amenity,school,historical
358774943,amenity,school,historical
358774943,amenity,school,historical
358774943,amenity,school,historical
358774943,amenity,school,historical
358774943,amenity,school,historical
358774943,amenity,school,historical
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775302,name,Silva School,regular
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775613,feature_id,233738,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358775851,feature_id,234159,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776020,feature_id,234508,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776433,feature_id,235286,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358776755,feature_id,235663,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777111,feature_id,236057,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777619,feature_id,236713,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358777975,feature_id,236965,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358778504,feature_id,237391,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358779033,feature_id,237931,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795485,feature_id,253356,gnis
358795957,feature_id,254538,gnis
358795957,feature_id,254538,gnis
358795957,feature_id,254538,gnis
